0.7186, 0.0836
0.8457, 0.312
1.0096, 0.1294
1.228, 0.0685
1.3916, 0.1598
1.5914, 0.5099
1.6818, 1.1948
1.9001, 1.2405
1.9734, 0.6621
2.0102, 0.175
2.3559, 0.175
2.5011, 0.4033
2.701, 0.7078
2.9374, 0.8599
3.0285, 0.7078
3.1195, 0.7078
3.2286, 0.7991
3.3378, 0.6317
3.4473, 0.3272
3.5383, 0.2664
3.7019, 0.4642
3.829, 0.6925
4.0106, 1.1035
4.12, 0.8143
4.4114, 0.4947
4.5567, 0.7382
4.7019, 1.1339
4.8659, 0.8295
5.03, 0.449
5.2301, 0.4642
5.4663, 0.8295
5.6661, 1.1492
5.9028, 0.9817
6.2304, 0.8599
6.7217, 0.7382
7.1219, 0.8143
7.4129, 0.9209
7.6857, 0.9817
7.8312, 1.1339
8.0858, 1.1492
8.1221, 1.3166
8.4131, 1.347
8.6679, 1.2709
8.8862, 1.347
9.1408, 1.4536
9.2317, 1.4687
9.4137, 1.3927
9.6684, 1.4536
9.9231, 1.4079
10.2323, 1.484
10.5596, 1.5601
10.8326, 1.5906
11.1055, 1.621
11.4692, 1.758
11.8329, 1.9254
11.9967, 1.9559
12.1056, 2.1537
12.342, 2.3516
12.7236, 2.793
13.0325, 3.2496
13.2142, 3.4627
13.2867, 3.8432
13.5048, 4.0107
13.6137, 4.3151
13.7772, 4.4977
13.9226, 4.6804
13.995, 5.1826
14.1402, 5.5023
14.2126, 5.9588
14.3216, 6.0654
14.4301, 6.796
14.502, 7.8311
14.6099, 9.1248
14.7179, 10.4642
14.809, 10.312
14.9013, 8.8204
15.0296, 7.7854
15.1394, 7.0548
15.2671, 6.7351
15.5404, 6.2938
15.7407, 6.035
16.032, 5.898
16.2688, 5.5632
16.5055, 5.3044
16.7423, 5.0
16.9245, 4.5586
17.2341, 4.4064
17.3799, 4.102
17.7257, 3.9346
18.1807, 3.7215
18.4536, 3.7519
18.5811, 3.5693
19.218, 3.4932
19.6909, 3.554
20.0002, 3.5997
20.4003, 3.5845
20.8189, 3.5388
21.0007, 3.7367
21.1461, 3.8128
21.3828, 3.7062
21.6921, 3.6454
22.0378, 3.6454
22.3288, 3.7215
22.729, 3.6606
23.1658, 3.6149
23.4569, 3.5845
23.6752, 3.6149
23.9664, 3.4475
24.3666, 3.5084
24.6941, 3.5693
25.2399, 3.554
25.5128, 3.4627
25.8767, 3.5084
26.2405, 3.5236
26.6771, 3.554
27.2593, 3.5845
27.7142, 3.4932
28.4055, 3.5388
28.8058, 3.4475
29.1878, 3.5236
29.588, 3.554
29.952, 3.4627
