30.2704794,2030.5507
30.1573298,2061.1803
29.9985826,2035.9026
29.9078096,2086.8561
29.8170366,2137.8096
29.6810882,2219.3263
29.5451398,2163.5077
29.431568,2239.9157
29.2508664,2112.9304
29.1828922,2174.0348
29.1144958,2260.5715
28.956593,2148.8235
28.8881966,2209.9279
28.7294494,2225.3423
28.6614752,2276.2736
28.4575526,2261.2133
28.3220264,2251.1731
28.2764288,2413.9851
28.1852336,2403.9007
28.1409026,2241.1772
27.9825776,2134.5158
27.8690058,2226.1833
27.755434,2302.5913
27.6642388,2414.5827
27.506336,2297.7483
27.3699654,2379.265
27.2563936,2460.7595
27.1651984,2603.2698
27.0980686,2476.1739
26.984919,2445.7656
26.8493928,2354.3415
26.6906456,2440.9668
26.5318984,2456.3812
26.4179044,2573.4812
26.2828004,2482.0571
26.1692286,2533.0327
26.056079,2461.9325
25.9201306,2487.4977
25.8297798,2492.6726
25.7381624,2650.4425
25.648656,2492.8498
25.6034806,2411.5102
25.5131298,2360.7338
25.399558,2442.2283
25.2859862,2488.1174
25.2627652,2655.9938
25.127239,2534.0507
24.9465374,2468.1034
24.8557644,2519.0568
24.7193938,2590.4005
24.5154712,2671.9836
24.379945,2555.127
24.2667954,2504.3728
24.1756002,2646.8831
24.0176974,2535.1352
23.90497,2464.0349
23.7918204,2392.9346
23.7238462,2443.866
23.5655212,2342.2911
23.4295728,2388.2023
23.3611764,2454.3931
23.29278,2612.1407
23.1800526,2505.4351
23.157676,2398.6408
23.090124,2302.0639
23.0217276,2459.8115
22.908578,2373.4518
22.7954284,2398.9949
22.7489864,2602.4989
22.6366812,2429.6688
22.4783562,2434.9102
22.3424078,2414.697
22.2064594,2379.2244
22.1389074,2292.8204
22.0489788,2226.7845
21.8682772,2094.7128
21.7319066,2222.0079
21.5507828,2293.3958
21.4591654,2364.6952
21.4574766,2812.3066
21.3667036,2792.0491
21.3227948,2491.9903
21.2560872,2227.5591
21.1657364,2166.6097
21.0078336,2075.2078
20.962236,2156.6359
20.9166384,2207.5451
20.7811122,2151.7265
20.6907614,2029.7391
20.554813,2050.218
20.396488,2014.7673
20.2829162,2121.6944
20.1701888,2009.9022
20.0342404,1984.6026
19.8754932,2015.2764
19.7606548,2381.6146
19.6479274,2249.4764
19.6035964,2107.0989
19.4900246,2198.7664
19.400096,2025.9142
19.2637254,2122.6903
19.1286214,1990.5743
19.0150496,2107.6743
18.9909842,2356.9346
18.7385086,3028.595
18.6452024,3633.9761
18.5510518,4463.1629
18.460701,4488.6839
18.3948378,3969.9281
18.376261,3089.987
18.2871768,2754.367
18.2217358,2200.0058
18.1090084,2027.1757
18.0182354,2149.34
17.9722156,2291.8061
17.9278846,2042.6122
17.9059302,1869.6936
17.8388004,1844.3275
17.747183,1925.7999
17.6572544,1829.2451
17.5897024,1717.4086
17.4765528,1671.7409
17.386202,1615.878
17.2506758,1585.4918
17.1599028,1616.0993
17.0881288,2491.0424
17.02311,1845.1242
16.9796234,1412.8166
16.7989218,1326.5232
16.5726226,1260.6202
16.391921,1194.6729
16.2331738,1184.6548
16.142823,1149.1379
16.0296734,1088.2106
15.961277,1261.2178
15.8696596,1459.6795
15.826173,1062.9773
15.7581988,1032.5248
15.6902246,1042.7642
15.665737,1470.0517
15.6420938,1683.7065
15.5926964,2690.8763
15.486302,1053.1363
15.4791246,2640.1219
15.41875,1048.1162
15.304756,1190.6487
15.2600028,1043.1847
15.169652,1012.7542
15.1244766,941.5876
15.034548,829.7732
14.9441972,824.7753
14.8534242,845.2098
14.78545,819.8437
14.717898,779.2182
14.6047484,814.9343
14.5139754,733.6389
14.2425008,693.2126
14.0385782,698.4982
13.8806754,657.9612
13.677175,647.9874
13.4276548,622.7984
13.1561802,572.1991
12.8614846,582.6597
12.6803608,587.9233
12.5220358,547.3862
12.2729378,522.1972
12.0466386,502.0726
11.7975406,481.9701
11.593618,482.1692
11.4124942,523.0382
11.2993446,482.4569
11.1182208,462.288
10.9598958,457.3565
10.8919216,477.7688
10.7107978,442.3404
10.6208692,427.1695
10.4165244,462.9741
10.2577772,437.6966
10.0542768,422.6362
9.849932,453.3544
9.6464316,438.2941
9.3973336,443.624
9.193411,443.8232
8.9671118,438.958
8.7631892,444.2437
8.5140912,429.2277
8.4233182,459.8352
8.287792,414.1895
7.9707198,419.5857
7.698823,384.246
7.472946,414.9862
7.2234258,364.3647
6.9743278,359.5217
6.7252298,349.5922
6.4309564,324.4474
6.1818584,324.6907
5.9103838,299.524
5.7064612,289.5502
5.5025386,310.0953
5.231064,264.5824
4.981966,259.7393
4.823641,229.3754
4.5973418,193.9912
4.325445,173.9108
4.0539704,143.6574
3.7368982,143.9673
3.4426248,118.8225
3.1935268,98.72
2.9672276,104.0278
2.7181296,89.0118
2.4914082,109.5791
2.2646868,130.1463
2.016011,140.5628
1.8125106,110.2429
1.5629904,79.9675
1.3138924,64.9514
1.1099698,65.1506
0.8840928,39.9395
0.6801702,29.9657
0.4534488,25.1005
0.2043508,20.2574
0.0912012,10.1951
